subject,session,date,condition,trial_num,ll_side,choice,last_choice
Roberta,4,2018-11-05,Low cost same,3,right,1,NA
Roberta,4,2018-11-05,Low cost same,4,right,0,1
Roberta,4,2018-11-05,Low cost same,5,left,1,0
Roberta,4,2018-11-05,Low cost same,6,left,0,1
Roberta,4,2018-11-05,Low cost same,7,left,0,0
Roberta,4,2018-11-05,Low cost same,8,right,1,0
Roberta,5,2018-07-20,High cost,3,right,0,NA
Roberta,5,2018-07-20,High cost,4,left,0,0
Roberta,5,2018-07-20,High cost,5,right,1,0
Roberta,5,2018-07-20,High cost,6,left,0,1
Roberta,5,2018-07-20,High cost,7,left,0,0
Roberta,5,2018-07-20,High cost,8,right,0,0
Roberta,5,2018-09-14,Low cost different,3,left,1,NA
Roberta,5,2018-09-14,Low cost different,4,left,0,1
Roberta,5,2018-09-14,Low cost different,5,right,1,0
Roberta,5,2018-09-14,Low cost different,6,right,1,1
Roberta,5,2018-09-14,Low cost different,7,left,1,1
Roberta,5,2018-09-14,Low cost different,8,right,1,1
Roberta,5,2018-11-06,Low cost same,3,left,0,NA
Roberta,5,2018-11-06,Low cost same,4,right,1,0
Roberta,5,2018-11-06,Low cost same,5,right,1,1
Roberta,5,2018-11-06,Low cost same,6,right,0,1
Roberta,5,2018-11-06,Low cost same,7,left,0,0
Roberta,5,2018-11-06,Low cost same,8,left,0,0
Roberta,6,2018-07-23,High cost,3,right,0,NA
Roberta,6,2018-07-23,High cost,4,right,0,0
Roberta,6,2018-07-23,High cost,5,left,0,0
Roberta,6,2018-07-23,High cost,6,left,0,0
Roberta,6,2018-07-23,High cost,7,left,0,0
Roberta,6,2018-07-23,High cost,8,right,0,0
Roberta,6,2018-09-18,Low cost different,3,right,1,NA
Roberta,6,2018-09-18,Low cost different,4,left,1,1
Roberta,6,2018-09-18,Low cost different,5,left,1,1
Roberta,6,2018-09-18,Low cost different,6,right,1,1
Roberta,6,2018-09-18,Low cost different,7,left,0,1
Roberta,6,2018-09-18,Low cost different,8,right,0,0
Roberta,6,2018-11-09,Low cost same,3,right,0,NA
Roberta,6,2018-11-09,Low cost same,4,left,0,0
Roberta,6,2018-11-09,Low cost same,5,right,1,0
Roberta,6,2018-11-09,Low cost same,6,right,0,1
Roberta,6,2018-11-09,Low cost same,7,left,0,0
Roberta,6,2018-11-09,Low cost same,8,left,1,0
Roberta,7,2018-07-24,High cost,3,right,0,NA
Roberta,7,2018-07-24,High cost,4,right,0,0
Roberta,7,2018-07-24,High cost,5,right,0,0
Roberta,7,2018-07-24,High cost,6,left,0,0
Roberta,7,2018-07-24,High cost,7,left,0,0
Roberta,7,2018-07-24,High cost,8,left,0,0
Roberta,7,2018-09-19,Low cost different,3,right,0,NA
Roberta,7,2018-09-19,Low cost different,4,left,1,0
Roberta,7,2018-09-19,Low cost different,5,right,0,1
Roberta,7,2018-09-19,Low cost different,6,left,0,0
Roberta,7,2018-09-19,Low cost different,7,left,0,0
Roberta,7,2018-09-19,Low cost different,8,right,0,0
Roberta,7,2018-11-12,Low cost same,3,right,1,NA
Roberta,7,2018-11-12,Low cost same,4,left,0,1
Roberta,7,2018-11-12,Low cost same,5,right,0,0
Roberta,7,2018-11-12,Low cost same,6,left,0,0
Roberta,7,2018-11-12,Low cost same,7,right,0,0
Roberta,7,2018-11-12,Low cost same,8,left,0,0
Roberta,8,2018-09-20,Low cost different,3,right,1,NA
Roberta,8,2018-09-20,Low cost different,4,left,0,1
Roberta,8,2018-09-20,Low cost different,5,left,1,0
Roberta,8,2018-09-20,Low cost different,6,right,1,1
Roberta,8,2018-09-20,Low cost different,7,right,0,1
Roberta,8,2018-09-20,Low cost different,8,left,0,0
Roberta,8,2018-11-13,Low cost same,3,right,0,NA
Roberta,8,2018-11-13,Low cost same,4,left,0,0
Roberta,8,2018-11-13,Low cost same,5,left,0,0
Roberta,8,2018-11-13,Low cost same,6,left,0,0
Roberta,8,2018-11-13,Low cost same,7,right,0,0
Roberta,8,2018-11-13,Low cost same,8,right,0,0
Roberta,9,2018-09-21,Low cost different,3,left,0,NA
Roberta,9,2018-09-21,Low cost different,4,right,1,0
Roberta,9,2018-09-21,Low cost different,5,right,0,1
Roberta,9,2018-09-21,Low cost different,6,left,0,0
Roberta,9,2018-09-21,Low cost different,7,right,1,0
Roberta,9,2018-09-21,Low cost different,8,left,0,1
Roberta,9,2018-11-15,Low cost same,3,right,0,NA
Roberta,9,2018-11-15,Low cost same,4,left,0,0
Roberta,9,2018-11-15,Low cost same,5,right,0,0
Roberta,9,2018-11-15,Low cost same,6,left,0,0
Roberta,9,2018-11-15,Low cost same,7,left,0,0
Roberta,9,2018-11-15,Low cost same,8,right,0,0
Roberta,10,2018-09-24,Low cost different,3,right,0,NA
Roberta,10,2018-09-24,Low cost different,4,right,1,0
Roberta,10,2018-09-24,Low cost different,5,left,0,1
Roberta,10,2018-09-24,Low cost different,6,left,0,0
Roberta,10,2018-09-24,Low cost different,7,left,1,0
Roberta,10,2018-09-24,Low cost different,8,right,0,1
Roberta,10,2018-11-16,Low cost same,3,right,0,NA
Roberta,10,2018-11-16,Low cost same,4,right,0,0
Roberta,10,2018-11-16,Low cost same,5,left,0,0
Roberta,10,2018-11-16,Low cost same,6,left,0,0
Roberta,10,2018-11-16,Low cost same,7,left,0,0
Roberta,10,2018-11-16,Low cost same,8,right,0,0
Roberta,11,2018-09-25,Low cost different,3,right,0,NA
Roberta,11,2018-09-25,Low cost different,4,left,0,0
Roberta,11,2018-09-25,Low cost different,5,left,0,0
Roberta,11,2018-09-25,Low cost different,6,right,1,0
Roberta,11,2018-09-25,Low cost different,7,right,1,1
Roberta,11,2018-09-25,Low cost different,8,left,1,1
Roberta,11,2018-11-19,Low cost same,3,right,0,NA
Roberta,11,2018-11-19,Low cost same,4,left,0,0
Roberta,11,2018-11-19,Low cost same,5,left,0,0
Roberta,11,2018-11-19,Low cost same,6,right,1,0
Roberta,11,2018-11-19,Low cost same,7,right,0,1
Roberta,11,2018-11-19,Low cost same,8,left,0,0
Roberta,12,2018-09-26,Low cost different,3,right,1,NA
Roberta,12,2018-09-26,Low cost different,4,left,0,1
Roberta,12,2018-09-26,Low cost different,5,right,1,0
Roberta,12,2018-09-26,Low cost different,6,left,0,1
Roberta,12,2018-09-26,Low cost different,7,right,0,0
Roberta,12,2018-09-26,Low cost different,8,left,0,0
Robin Hood,1,2018-07-13,High cost,3,left,0,NA
Robin Hood,1,2018-07-13,High cost,4,left,1,0
Robin Hood,1,2018-07-13,High cost,5,right,0,1
Robin Hood,1,2018-07-13,High cost,6,right,0,0
Robin Hood,1,2018-07-13,High cost,7,left,0,0
Robin Hood,1,2018-07-13,High cost,8,right,0,0
Robin Hood,1,2018-09-06,Low cost different,3,right,0,NA
Robin Hood,1,2018-09-06,Low cost different,4,right,1,0
Robin Hood,1,2018-09-06,Low cost different,5,right,0,1
Robin Hood,1,2018-09-06,Low cost different,6,left,1,0
Robin Hood,1,2018-09-06,Low cost different,7,left,1,1
Robin Hood,1,2018-09-06,Low cost different,8,left,1,1
Robin Hood,1,2018-09-28,Low cost same,3,left,0,NA
Robin Hood,1,2018-09-28,Low cost same,4,right,0,0
Robin Hood,1,2018-09-28,Low cost same,5,right,0,0
Robin Hood,1,2018-09-28,Low cost same,6,right,0,0
Robin Hood,1,2018-09-28,Low cost same,7,left,1,0
Robin Hood,1,2018-09-28,Low cost same,8,left,1,1
Robin Hood,2,2018-07-16,High cost,3,right,0,NA
Robin Hood,2,2018-07-16,High cost,4,left,0,0
Robin Hood,2,2018-07-16,High cost,5,left,0,0
Robin Hood,2,2018-07-16,High cost,6,right,0,0
Robin Hood,2,2018-07-16,High cost,7,left,0,0
Robin Hood,2,2018-07-16,High cost,8,right,0,0
Robin Hood,2,2018-09-07,Low cost different,3,left,1,NA
Robin Hood,2,2018-09-07,Low cost different,4,right,0,1
Robin Hood,2,2018-09-07,Low cost different,5,left,0,0
Robin Hood,2,2018-09-07,Low cost different,6,right,1,0
Robin Hood,2,2018-09-07,Low cost different,7,left,1,1
Robin Hood,2,2018-09-07,Low cost different,8,right,1,1
Robin Hood,2,2018-10-01,Low cost same,3,right,0,NA
Robin Hood,2,2018-10-01,Low cost same,4,left,1,0
Robin Hood,2,2018-10-01,Low cost same,5,left,1,1
Robin Hood,2,2018-10-01,Low cost same,6,right,0,1
Robin Hood,2,2018-10-01,Low cost same,7,right,0,0
Robin Hood,2,2018-10-01,Low cost same,8,left,1,0
Robin Hood,3,2018-07-19,High cost,3,right,0,NA
Robin Hood,3,2018-07-19,High cost,4,right,0,0
Robin Hood,3,2018-07-19,High cost,5,right,0,0
Robin Hood,3,2018-07-19,High cost,6,left,0,0
Robin Hood,3,2018-07-19,High cost,7,left,0,0
Robin Hood,3,2018-07-19,High cost,8,left,0,0
Robin Hood,3,2018-09-10,Low cost different,3,left,1,NA
Robin Hood,3,2018-09-10,Low cost different,4,right,0,1
Robin Hood,3,2018-09-10,Low cost different,5,left,1,0
Robin Hood,3,2018-09-10,Low cost different,6,right,1,1
Robin Hood,3,2018-09-10,Low cost different,7,left,1,1
Robin Hood,3,2018-09-10,Low cost different,8,right,0,1
Robin Hood,3,2018-10-02,Low cost same,3,right,0,NA
Robin Hood,3,2018-10-02,Low cost same,4,left,1,0
Robin Hood,3,2018-10-02,Low cost same,5,left,1,1
Robin Hood,3,2018-10-02,Low cost same,6,right,0,1
Robin Hood,3,2018-10-02,Low cost same,7,right,0,0
Robin Hood,3,2018-10-02,Low cost same,8,left,0,0
Robin Hood,4,2018-07-23,High cost,3,left,0,NA
Robin Hood,4,2018-07-23,High cost,4,right,0,0
Robin Hood,4,2018-07-23,High cost,5,left,0,0
Robin Hood,4,2018-07-23,High cost,6,right,0,0
Robin Hood,4,2018-07-23,High cost,7,left,0,0
Robin Hood,4,2018-07-23,High cost,8,right,0,0
Robin Hood,4,2018-09-13,Low cost different,3,right,0,NA
Robin Hood,4,2018-09-13,Low cost different,4,right,0,0
Robin Hood,4,2018-09-13,Low cost different,5,right,0,0
Robin Hood,4,2018-09-13,Low cost different,6,left,1,0
Robin Hood,4,2018-09-13,Low cost different,7,left,1,1
Robin Hood,4,2018-09-13,Low cost different,8,left,1,1
Robin Hood,4,2018-10-03,Low cost same,3,left,0,NA
Robin Hood,4,2018-10-03,Low cost same,4,right,0,0
Robin Hood,4,2018-10-03,Low cost same,5,right,0,0
Robin Hood,4,2018-10-03,Low cost same,6,left,0,0
Robin Hood,4,2018-10-03,Low cost same,7,right,0,0
Robin Hood,4,2018-10-03,Low cost same,8,left,0,0
Robin Hood,5,2018-07-24,High cost,3,right,0,NA
Robin Hood,5,2018-07-24,High cost,4,left,0,0
Robin Hood,5,2018-07-24,High cost,5,left,0,0
Robin Hood,5,2018-07-24,High cost,6,left,0,0
Robin Hood,5,2018-07-24,High cost,7,right,0,0
Robin Hood,5,2018-07-24,High cost,8,right,0,0
Robin Hood,5,2018-09-14,Low cost different,3,right,0,NA
Robin Hood,5,2018-09-14,Low cost different,4,left,0,0
Robin Hood,5,2018-09-14,Low cost different,5,left,1,0
Robin Hood,5,2018-09-14,Low cost different,6,right,0,1
Robin Hood,5,2018-09-14,Low cost different,7,right,0,0
Robin Hood,5,2018-09-14,Low cost different,8,left,1,0
Robin Hood,5,2018-10-04,Low cost same,3,right,0,NA
Robin Hood,5,2018-10-04,Low cost same,4,left,1,0
Robin Hood,5,2018-10-04,Low cost same,5,left,0,1
Robin Hood,5,2018-10-04,Low cost same,6,right,0,0
Robin Hood,5,2018-10-04,Low cost same,7,left,1,0
Robin Hood,5,2018-10-04,Low cost same,8,right,0,1
Robin Hood,6,2018-09-18,Low cost different,3,left,0,NA
Robin Hood,6,2018-09-18,Low cost different,4,left,1,0
Robin Hood,6,2018-09-18,Low cost different,5,right,0,1
Robin Hood,6,2018-09-18,Low cost different,6,right,0,0
Robin Hood,6,2018-09-18,Low cost different,7,right,0,0
Robin Hood,6,2018-09-18,Low cost different,8,left,1,0
Robin Hood,6,2018-10-05,Low cost same,3,left,1,NA
Robin Hood,6,2018-10-05,Low cost same,4,left,1,1
Robin Hood,6,2018-10-05,Low cost same,5,right,1,1
Robin Hood,6,2018-10-05,Low cost same,6,right,0,1
Robin Hood,6,2018-10-05,Low cost same,7,left,1,0
Robin Hood,6,2018-10-05,Low cost same,8,right,1,1
Robin Hood,7,2018-09-19,Low cost different,3,right,0,NA
Robin Hood,7,2018-09-19,Low cost different,4,right,0,0
Robin Hood,7,2018-09-19,Low cost different,5,left,1,0
Robin Hood,7,2018-09-19,Low cost different,6,left,0,1
Robin Hood,7,2018-09-19,Low cost different,7,left,1,0
Robin Hood,7,2018-09-19,Low cost different,8,right,0,1
Robin Hood,7,2018-10-10,Low cost same,3,right,0,NA
Robin Hood,7,2018-10-10,Low cost same,4,left,0,0
Robin Hood,7,2018-10-10,Low cost same,5,left,1,0
Robin Hood,7,2018-10-10,Low cost same,6,right,0,1
Robin Hood,7,2018-10-10,Low cost same,7,right,0,0
Robin Hood,7,2018-10-10,Low cost same,8,left,0,0
Robin Hood,8,2018-09-21,Low cost different,3,right,0,NA
Robin Hood,8,2018-09-21,Low cost different,4,left,1,0
Robin Hood,8,2018-09-21,Low cost different,5,left,0,1
Robin Hood,8,2018-09-21,Low cost different,6,right,0,0
Robin Hood,8,2018-09-21,Low cost different,7,left,0,0
Robin Hood,8,2018-09-21,Low cost different,8,right,0,0
Robin Hood,8,2018-10-11,Low cost same,3,left,0,NA
Robin Hood,8,2018-10-11,Low cost same,4,right,0,0
Robin Hood,8,2018-10-11,Low cost same,5,right,1,0
Robin Hood,8,2018-10-11,Low cost same,6,left,1,1
Robin Hood,8,2018-10-11,Low cost same,7,right,0,1
Robin Hood,8,2018-10-11,Low cost same,8,left,0,0
Robin Hood,9,2018-09-24,Low cost different,3,right,0,NA
Robin Hood,9,2018-09-24,Low cost different,4,right,0,0
Robin Hood,9,2018-09-24,Low cost different,5,left,1,0
Robin Hood,9,2018-09-24,Low cost different,6,right,0,1
Robin Hood,9,2018-09-24,Low cost different,7,left,0,0
Robin Hood,9,2018-09-24,Low cost different,8,left,0,0
Robin Hood,9,2018-10-12,Low cost same,3,left,0,NA
Robin Hood,9,2018-10-12,Low cost same,4,left,0,0
Robin Hood,9,2018-10-12,Low cost same,5,left,0,0
Robin Hood,9,2018-10-12,Low cost same,6,right,0,0
Robin Hood,9,2018-10-12,Low cost same,7,right,0,0
Robin Hood,9,2018-10-12,Low cost same,8,right,0,0
Robin Hood,10,2018-10-15,Low cost same,3,left,0,NA
Robin Hood,10,2018-10-15,Low cost same,4,right,0,0
Robin Hood,10,2018-10-15,Low cost same,5,left,0,0
Robin Hood,10,2018-10-15,Low cost same,6,right,0,0
Robin Hood,10,2018-10-15,Low cost same,7,left,0,0
Robin Hood,10,2018-10-15,Low cost same,8,right,0,0
Robin Hood,11,2018-10-16,Low cost same,3,right,0,NA
Robin Hood,11,2018-10-16,Low cost same,4,left,0,0
Robin Hood,11,2018-10-16,Low cost same,5,left,0,0
Robin Hood,11,2018-10-16,Low cost same,6,right,0,0
Robin Hood,11,2018-10-16,Low cost same,7,right,0,0
Robin Hood,11,2018-10-16,Low cost same,8,left,0,0
Robin Hood,12,2018-10-17,Low cost same,3,right,0,NA
Robin Hood,12,2018-10-17,Low cost same,4,right,0,0
Robin Hood,12,2018-10-17,Low cost same,5,left,0,0
Robin Hood,12,2018-10-17,Low cost same,6,right,0,0
Robin Hood,12,2018-10-17,Low cost same,7,left,0,0
Robin Hood,12,2018-10-17,Low cost same,8,left,0,0
Robin Hood,13,2018-10-18,Low cost same,3,right,0,NA
Robin Hood,13,2018-10-18,Low cost same,4,right,0,0
Robin Hood,13,2018-10-18,Low cost same,5,left,0,0
Robin Hood,13,2018-10-18,Low cost same,6,right,0,0
Robin Hood,13,2018-10-18,Low cost same,7,left,0,0
Robin Hood,13,2018-10-18,Low cost same,8,left,0,0
Robinia,1,2018-07-16,Low cost same,3,left,0,NA
Robinia,1,2018-07-16,Low cost same,4,right,1,0
Robinia,1,2018-07-16,Low cost same,5,right,0,1
Robinia,1,2018-07-16,Low cost same,6,left,0,0
Robinia,1,2018-07-16,Low cost same,7,left,0,0
Robinia,1,2018-07-16,Low cost same,8,right,0,0
Robinia,1,2018-09-06,Low cost different,3,left,1,NA
Robinia,1,2018-09-06,Low cost different,4,left,1,1
Robinia,1,2018-09-06,Low cost different,5,right,1,1
Robinia,1,2018-09-06,Low cost different,6,right,0,1
Robinia,1,2018-09-06,Low cost different,7,right,0,0
Robinia,1,2018-09-06,Low cost different,8,left,0,0
Robinia,1,2018-10-24,High cost,3,right,0,NA
Robinia,1,2018-10-24,High cost,4,left,0,0
Robinia,1,2018-10-24,High cost,5,right,0,0
Robinia,1,2018-10-24,High cost,6,left,0,0
Robinia,1,2018-10-24,High cost,7,left,0,0
Robinia,1,2018-10-24,High cost,8,right,0,0
Robinia,2,2018-07-17,Low cost same,3,left,0,NA
Robinia,2,2018-07-17,Low cost same,4,left,0,0
Robinia,2,2018-07-17,Low cost same,5,right,0,0
Robinia,2,2018-07-17,Low cost same,6,right,0,0
Robinia,2,2018-07-17,Low cost same,7,right,0,0
Robinia,2,2018-07-17,Low cost same,8,left,0,0
Robinia,2,2018-09-07,Low cost different,3,left,0,NA
Robinia,2,2018-09-07,Low cost different,4,right,1,0
Robinia,2,2018-09-07,Low cost different,5,left,1,1
Robinia,2,2018-09-07,Low cost different,6,left,1,1
Robinia,2,2018-09-07,Low cost different,7,right,1,1
Robinia,2,2018-09-07,Low cost different,8,right,1,1
Robinia,2,2018-10-25,High cost,3,right,0,NA
Robinia,2,2018-10-25,High cost,4,left,0,0
Robinia,2,2018-10-25,High cost,5,right,0,0
Robinia,2,2018-10-25,High cost,6,left,0,0
Robinia,2,2018-10-25,High cost,7,left,0,0
Robinia,2,2018-10-25,High cost,8,right,0,0
Robinia,3,2018-07-18,Low cost same,3,right,0,NA
Robinia,3,2018-07-18,Low cost same,4,left,0,0
Robinia,3,2018-07-18,Low cost same,5,right,0,0
Robinia,3,2018-07-18,Low cost same,6,left,0,0
Robinia,3,2018-07-18,Low cost same,7,right,1,0
Robinia,3,2018-07-18,Low cost same,8,left,0,1
Robinia,3,2018-09-10,Low cost different,3,left,1,NA
Robinia,3,2018-09-10,Low cost different,4,left,0,1
Robinia,3,2018-09-10,Low cost different,5,right,1,0
Robinia,3,2018-09-10,Low cost different,6,right,1,1
Robinia,3,2018-09-10,Low cost different,7,right,1,1
Robinia,3,2018-09-10,Low cost different,8,left,0,1
Robinia,3,2018-10-26,High cost,3,left,0,NA
Robinia,3,2018-10-26,High cost,4,left,0,0
Robinia,3,2018-10-26,High cost,5,right,0,0
Robinia,3,2018-10-26,High cost,6,right,0,0
Robinia,3,2018-10-26,High cost,7,right,0,0
Robinia,3,2018-10-26,High cost,8,left,0,0
Robinia,4,2018-07-19,Low cost same,3,right,0,NA
Robinia,4,2018-07-19,Low cost same,4,right,0,0
Robinia,4,2018-07-19,Low cost same,5,right,0,0
Robinia,4,2018-07-19,Low cost same,6,left,0,0
Robinia,4,2018-07-19,Low cost same,7,left,0,0
Robinia,4,2018-07-19,Low cost same,8,left,0,0
Robinia,4,2018-09-12,Low cost different,3,left,1,NA
Robinia,4,2018-09-12,Low cost different,4,right,1,1
Robinia,4,2018-09-12,Low cost different,5,right,1,1
Robinia,4,2018-09-12,Low cost different,6,left,1,1
Robinia,4,2018-09-12,Low cost different,7,left,0,1
Robinia,4,2018-09-12,Low cost different,8,right,1,0
Robinia,4,2018-10-29,High cost,3,left,0,NA
Robinia,4,2018-10-29,High cost,4,right,0,0
Robinia,4,2018-10-29,High cost,5,left,0,0
Robinia,4,2018-10-29,High cost,6,right,0,0
Robinia,4,2018-10-29,High cost,7,left,0,0
Robinia,4,2018-10-29,High cost,8,right,0,0
Robinia,5,2018-07-20,Low cost same,3,left,0,NA
Robinia,5,2018-07-20,Low cost same,4,right,0,0
Robinia,5,2018-07-20,Low cost same,5,left,0,0
Robinia,5,2018-07-20,Low cost same,6,right,0,0
Robinia,5,2018-07-20,Low cost same,7,right,0,0
Robinia,5,2018-07-20,Low cost same,8,left,0,0
Robinia,5,2018-09-13,Low cost different,3,right,1,NA
Robinia,5,2018-09-13,Low cost different,4,left,0,1
Robinia,5,2018-09-13,Low cost different,5,right,1,0
Robinia,5,2018-09-13,Low cost different,6,left,0,1
Robinia,5,2018-09-13,Low cost different,7,left,1,0
Robinia,5,2018-09-13,Low cost different,8,right,1,1
Robinia,5,2018-10-31,High cost,3,right,0,NA
Robinia,5,2018-10-31,High cost,4,left,0,0
Robinia,5,2018-10-31,High cost,5,right,0,0
Robinia,5,2018-10-31,High cost,6,right,0,0
Robinia,5,2018-10-31,High cost,7,left,0,0
Robinia,5,2018-10-31,High cost,8,left,0,0
Robinia,6,2018-09-18,Low cost different,3,right,1,NA
Robinia,6,2018-09-18,Low cost different,4,left,1,1
Robinia,6,2018-09-18,Low cost different,5,left,0,1
Robinia,6,2018-09-18,Low cost different,6,right,0,0
Robinia,6,2018-09-18,Low cost different,7,left,0,0
Robinia,6,2018-09-18,Low cost different,8,right,0,0
Robinia,7,2018-09-19,Low cost different,3,left,1,NA
Robinia,7,2018-09-19,Low cost different,4,right,1,1
Robinia,7,2018-09-19,Low cost different,5,left,1,1
Robinia,7,2018-09-19,Low cost different,6,right,1,1
Robinia,7,2018-09-19,Low cost different,7,left,1,1
Robinia,7,2018-09-19,Low cost different,8,right,1,1
Robinia,8,2018-09-20,Low cost different,3,right,0,NA
Robinia,8,2018-09-20,Low cost different,4,left,0,0
Robinia,8,2018-09-20,Low cost different,5,left,0,0
Robinia,8,2018-09-20,Low cost different,6,right,1,0
Robinia,8,2018-09-20,Low cost different,7,right,1,1
Robinia,8,2018-09-20,Low cost different,8,left,1,1
Robinia,9,2018-09-21,Low cost different,3,right,1,NA
Robinia,9,2018-09-21,Low cost different,4,right,1,1
Robinia,9,2018-09-21,Low cost different,5,left,1,1
Robinia,9,2018-09-21,Low cost different,6,left,1,1
Robinia,9,2018-09-21,Low cost different,7,right,1,1
Robinia,9,2018-09-21,Low cost different,8,left,0,1
Robinia,10,2018-09-24,Low cost different,3,left,0,NA
Robinia,10,2018-09-24,Low cost different,4,right,0,0
Robinia,10,2018-09-24,Low cost different,5,left,1,0
Robinia,10,2018-09-24,Low cost different,6,right,1,1
Robinia,10,2018-09-24,Low cost different,7,right,1,1
Robinia,10,2018-09-24,Low cost different,8,left,1,1
Robinia,11,2018-09-25,Low cost different,3,right,1,NA
Robinia,11,2018-09-25,Low cost different,4,left,0,1
Robinia,11,2018-09-25,Low cost different,5,right,1,0
Robinia,11,2018-09-25,Low cost different,6,left,1,1
Robinia,11,2018-09-25,Low cost different,7,left,1,1
Robinia,11,2018-09-25,Low cost different,8,right,1,1
Robinia,12,2018-09-26,Low cost different,3,right,0,NA
Robinia,12,2018-09-26,Low cost different,4,right,1,0
Robinia,12,2018-09-26,Low cost different,5,left,1,1
Robinia,12,2018-09-26,Low cost different,6,right,1,1
Robinia,12,2018-09-26,Low cost different,7,left,0,1
Robinia,12,2018-09-26,Low cost different,8,left,0,0
Robinia,13,2018-09-28,Low cost different,3,left,0,NA
Robinia,13,2018-09-28,Low cost different,4,right,1,0
Robinia,13,2018-09-28,Low cost different,5,left,0,1
Robinia,13,2018-09-28,Low cost different,6,right,1,0
Robinia,13,2018-09-28,Low cost different,7,left,1,1
Robinia,13,2018-09-28,Low cost different,8,right,0,1
Robinia,14,2018-10-01,Low cost different,3,right,1,NA
Robinia,14,2018-10-01,Low cost different,4,right,0,1
Robinia,14,2018-10-01,Low cost different,5,right,0,0
Robinia,14,2018-10-01,Low cost different,6,left,0,0
Robinia,14,2018-10-01,Low cost different,7,left,0,0
Robinia,14,2018-10-01,Low cost different,8,left,0,0
Robinia,15,2018-10-02,Low cost different,3,right,1,NA
Robinia,15,2018-10-02,Low cost different,4,right,1,1
Robinia,15,2018-10-02,Low cost different,5,left,0,1
Robinia,15,2018-10-02,Low cost different,6,left,1,0
Robinia,15,2018-10-02,Low cost different,7,left,1,1
Robinia,15,2018-10-02,Low cost different,8,right,1,1
Robinia,16,2018-10-03,Low cost different,3,right,0,NA
Robinia,16,2018-10-03,Low cost different,4,right,0,0
Robinia,16,2018-10-03,Low cost different,5,right,0,0
Robinia,16,2018-10-03,Low cost different,6,left,0,0
Robinia,16,2018-10-03,Low cost different,7,left,0,0
Robinia,16,2018-10-03,Low cost different,8,left,1,0
Robinia,17,2018-10-04,Low cost different,3,right,0,NA
Robinia,17,2018-10-04,Low cost different,4,right,0,0
Robinia,17,2018-10-04,Low cost different,5,left,0,0
Robinia,17,2018-10-04,Low cost different,6,right,1,0
