subject,session,date,condition,trial_num,ll_side,choice,last_choice
Robinia,17,2018-10-04,Low cost different,7,left,1,1
Robinia,17,2018-10-04,Low cost different,8,left,0,1
Robinia,18,2018-10-05,Low cost different,3,right,0,NA
Robinia,18,2018-10-05,Low cost different,4,left,0,0
Robinia,18,2018-10-05,Low cost different,5,left,1,0
Robinia,18,2018-10-05,Low cost different,6,right,1,1
Robinia,18,2018-10-05,Low cost different,7,left,0,1
Robinia,18,2018-10-05,Low cost different,8,right,0,0
Robinia,19,2018-10-10,Low cost different,3,left,0,NA
Robinia,19,2018-10-10,Low cost different,4,right,0,0
Robinia,19,2018-10-10,Low cost different,5,right,0,0
Robinia,19,2018-10-10,Low cost different,6,left,0,0
Robinia,19,2018-10-10,Low cost different,7,right,0,0
Robinia,19,2018-10-10,Low cost different,8,left,0,0
Robinia,20,2018-10-11,Low cost different,3,left,0,NA
Robinia,20,2018-10-11,Low cost different,4,left,0,0
Robinia,20,2018-10-11,Low cost different,5,right,1,0
Robinia,20,2018-10-11,Low cost different,6,left,0,1
Robinia,20,2018-10-11,Low cost different,7,right,0,0
Robinia,20,2018-10-11,Low cost different,8,right,1,0
Robinia,21,2018-10-12,Low cost different,3,right,0,NA
Robinia,21,2018-10-12,Low cost different,4,left,0,0
Robinia,21,2018-10-12,Low cost different,5,left,0,0
Robinia,21,2018-10-12,Low cost different,6,right,0,0
Robinia,21,2018-10-12,Low cost different,7,right,0,0
Robinia,21,2018-10-12,Low cost different,8,left,0,0
Robinia,22,2018-10-15,Low cost different,3,right,1,NA
Robinia,22,2018-10-15,Low cost different,4,left,0,1
Robinia,22,2018-10-15,Low cost different,5,left,0,0
Robinia,22,2018-10-15,Low cost different,6,right,0,0
Robinia,22,2018-10-15,Low cost different,7,right,0,0
Robinia,22,2018-10-15,Low cost different,8,left,0,0
Robinia,23,2018-10-16,Low cost different,3,right,0,NA
Robinia,23,2018-10-16,Low cost different,4,right,0,0
Robinia,23,2018-10-16,Low cost different,5,left,0,0
Robinia,23,2018-10-16,Low cost different,6,left,0,0
Robinia,23,2018-10-16,Low cost different,7,right,0,0
Robinia,23,2018-10-16,Low cost different,8,left,0,0
Robinia,24,2018-10-17,Low cost different,3,left,0,NA
Robinia,24,2018-10-17,Low cost different,4,right,0,0
Robinia,24,2018-10-17,Low cost different,5,right,0,0
Robinia,24,2018-10-17,Low cost different,6,left,0,0
Robinia,24,2018-10-17,Low cost different,7,right,0,0
Robinia,24,2018-10-17,Low cost different,8,left,0,0
Robinia,25,2018-10-18,Low cost different,3,left,0,NA
Robinia,25,2018-10-18,Low cost different,4,right,0,0
Robinia,25,2018-10-18,Low cost different,5,left,0,0
Robinia,25,2018-10-18,Low cost different,6,right,0,0
Robinia,25,2018-10-18,Low cost different,7,left,0,0
Robinia,25,2018-10-18,Low cost different,8,right,0,0
Robiola,1,2018-07-18,Low cost same,3,right,0,NA
Robiola,1,2018-07-18,Low cost same,4,left,0,0
Robiola,1,2018-07-18,Low cost same,5,left,0,0
Robiola,1,2018-07-18,Low cost same,6,right,0,0
Robiola,1,2018-07-18,Low cost same,7,left,0,0
Robiola,1,2018-07-18,Low cost same,8,right,1,0
Robiola,1,2018-09-06,High cost,3,right,0,NA
Robiola,1,2018-09-06,High cost,4,left,0,0
Robiola,1,2018-09-06,High cost,5,left,0,0
Robiola,1,2018-09-06,High cost,6,right,0,0
Robiola,1,2018-09-06,High cost,7,right,0,0
Robiola,1,2018-09-06,High cost,8,left,0,0
Robiola,1,2018-09-19,Low cost different,3,right,0,NA
Robiola,1,2018-09-19,Low cost different,4,right,0,0
Robiola,1,2018-09-19,Low cost different,5,left,0,0
Robiola,1,2018-09-19,Low cost different,6,left,0,0
Robiola,1,2018-09-19,Low cost different,7,right,0,0
Robiola,1,2018-09-19,Low cost different,8,left,0,0
Robiola,2,2018-07-19,Low cost same,3,right,0,NA
Robiola,2,2018-07-19,Low cost same,4,right,1,0
Robiola,2,2018-07-19,Low cost same,5,right,0,1
Robiola,2,2018-07-19,Low cost same,6,left,0,0
Robiola,2,2018-07-19,Low cost same,7,left,0,0
Robiola,2,2018-07-19,Low cost same,8,left,0,0
Robiola,2,2018-09-07,High cost,3,right,0,NA
Robiola,2,2018-09-07,High cost,4,right,0,0
Robiola,2,2018-09-07,High cost,5,left,0,0
Robiola,2,2018-09-07,High cost,6,left,0,0
Robiola,2,2018-09-07,High cost,7,left,0,0
Robiola,2,2018-09-07,High cost,8,right,0,0
Robiola,2,2018-09-20,Low cost different,3,right,0,NA
Robiola,2,2018-09-20,Low cost different,4,left,0,0
Robiola,2,2018-09-20,Low cost different,5,left,0,0
Robiola,2,2018-09-20,Low cost different,6,right,1,0
Robiola,2,2018-09-20,Low cost different,7,right,0,1
Robiola,2,2018-09-20,Low cost different,8,left,0,0
Robiola,3,2018-07-20,Low cost same,3,left,0,NA
Robiola,3,2018-07-20,Low cost same,4,right,0,0
Robiola,3,2018-07-20,Low cost same,5,left,0,0
Robiola,3,2018-07-20,Low cost same,6,right,0,0
Robiola,3,2018-07-20,Low cost same,7,right,0,0
Robiola,3,2018-07-20,Low cost same,8,left,0,0
Robiola,3,2018-09-10,High cost,3,right,0,NA
Robiola,3,2018-09-10,High cost,4,right,0,0
Robiola,3,2018-09-10,High cost,5,left,0,0
Robiola,3,2018-09-10,High cost,6,left,0,0
Robiola,3,2018-09-10,High cost,7,right,0,0
Robiola,3,2018-09-10,High cost,8,left,0,0
Robiola,3,2018-09-21,Low cost different,3,left,1,NA
Robiola,3,2018-09-21,Low cost different,4,right,0,1
Robiola,3,2018-09-21,Low cost different,5,right,0,0
Robiola,3,2018-09-21,Low cost different,6,right,0,0
Robiola,3,2018-09-21,Low cost different,7,left,0,0
Robiola,3,2018-09-21,Low cost different,8,left,0,0
Robiola,4,2018-07-23,Low cost same,3,left,0,NA
Robiola,4,2018-07-23,Low cost same,4,right,0,0
Robiola,4,2018-07-23,Low cost same,5,left,1,0
Robiola,4,2018-07-23,Low cost same,6,right,1,1
Robiola,4,2018-07-23,Low cost same,7,right,1,1
Robiola,4,2018-07-23,Low cost same,8,left,1,1
Robiola,4,2018-09-12,High cost,3,right,0,NA
Robiola,4,2018-09-12,High cost,4,right,0,0
Robiola,4,2018-09-12,High cost,5,right,0,0
Robiola,4,2018-09-12,High cost,6,left,0,0
Robiola,4,2018-09-12,High cost,7,left,0,0
Robiola,4,2018-09-12,High cost,8,left,0,0
Robiola,4,2018-09-24,Low cost different,3,right,0,NA
Robiola,4,2018-09-24,Low cost different,4,right,0,0
Robiola,4,2018-09-24,Low cost different,5,left,0,0
Robiola,4,2018-09-24,Low cost different,6,left,0,0
Robiola,4,2018-09-24,Low cost different,7,left,0,0
Robiola,4,2018-09-24,Low cost different,8,right,0,0
Robiola,5,2018-07-24,Low cost same,3,left,0,NA
Robiola,5,2018-07-24,Low cost same,4,right,0,0
Robiola,5,2018-07-24,Low cost same,5,right,1,0
Robiola,5,2018-07-24,Low cost same,6,left,0,1
Robiola,5,2018-07-24,Low cost same,7,left,0,0
Robiola,5,2018-07-24,Low cost same,8,right,0,0
Robiola,5,2018-09-13,High cost,3,right,0,NA
Robiola,5,2018-09-13,High cost,4,left,0,0
Robiola,5,2018-09-13,High cost,5,left,0,0
Robiola,5,2018-09-13,High cost,6,right,0,0
Robiola,5,2018-09-13,High cost,7,left,0,0
Robiola,5,2018-09-13,High cost,8,right,0,0
Robiola,5,2018-09-25,Low cost different,3,left,0,NA
Robiola,5,2018-09-25,Low cost different,4,right,0,0
Robiola,5,2018-09-25,Low cost different,5,right,0,0
Robiola,5,2018-09-25,Low cost different,6,left,0,0
Robiola,5,2018-09-25,Low cost different,7,right,0,0
Robiola,5,2018-09-25,Low cost different,8,left,0,0
Robiola,6,2018-07-25,Low cost same,3,right,1,NA
Robiola,6,2018-07-25,Low cost same,4,left,0,1
Robiola,6,2018-07-25,Low cost same,5,left,0,0
Robiola,6,2018-07-25,Low cost same,6,right,0,0
Robiola,6,2018-07-25,Low cost same,7,left,0,0
Robiola,6,2018-07-25,Low cost same,8,right,1,0
Robiola,7,2018-07-26,Low cost same,3,left,0,NA
Robiola,7,2018-07-26,Low cost same,4,left,0,0
Robiola,7,2018-07-26,Low cost same,5,right,0,0
Robiola,7,2018-07-26,Low cost same,6,right,0,0
Robiola,7,2018-07-26,Low cost same,7,right,0,0
Robiola,7,2018-07-26,Low cost same,8,left,0,0
Robiola,8,2018-07-27,Low cost same,3,right,1,NA
Robiola,8,2018-07-27,Low cost same,4,left,0,1
Robiola,8,2018-07-27,Low cost same,5,left,0,0
Robiola,8,2018-07-27,Low cost same,6,right,0,0
Robiola,8,2018-07-27,Low cost same,7,right,1,0
Robiola,8,2018-07-27,Low cost same,8,left,0,1
Robiola,9,2018-07-30,Low cost same,3,right,1,NA
Robiola,9,2018-07-30,Low cost same,4,right,0,1
Robiola,9,2018-07-30,Low cost same,5,left,0,0
Robiola,9,2018-07-30,Low cost same,6,right,0,0
Robiola,9,2018-07-30,Low cost same,7,left,0,0
Robiola,9,2018-07-30,Low cost same,8,left,0,0
Robiola,10,2018-07-31,Low cost same,3,left,0,NA
Robiola,10,2018-07-31,Low cost same,4,left,0,0
Robiola,10,2018-07-31,Low cost same,5,right,0,0
Robiola,10,2018-07-31,Low cost same,6,left,0,0
Robiola,10,2018-07-31,Low cost same,7,right,0,0
Robiola,10,2018-07-31,Low cost same,8,right,0,0
Robiola,11,2018-08-01,Low cost same,3,right,0,NA
Robiola,11,2018-08-01,Low cost same,4,left,0,0
Robiola,11,2018-08-01,Low cost same,5,left,0,0
Robiola,11,2018-08-01,Low cost same,6,left,0,0
Robiola,11,2018-08-01,Low cost same,7,right,0,0
Robiola,11,2018-08-01,Low cost same,8,right,0,0
Robiola,12,2018-08-02,Low cost same,3,left,0,NA
Robiola,12,2018-08-02,Low cost same,4,left,0,0
Robiola,12,2018-08-02,Low cost same,5,right,0,0
Robiola,12,2018-08-02,Low cost same,6,left,0,0
Robiola,12,2018-08-02,Low cost same,7,right,0,0
Robiola,12,2018-08-02,Low cost same,8,right,0,0
Robiola,13,2018-08-03,Low cost same,3,left,0,NA
Robiola,13,2018-08-03,Low cost same,4,right,0,0
Robiola,13,2018-08-03,Low cost same,5,left,0,0
Robiola,13,2018-08-03,Low cost same,6,left,0,0
Robiola,13,2018-08-03,Low cost same,7,right,1,0
Robiola,13,2018-08-03,Low cost same,8,right,0,1
Robot,1,2018-07-13,High cost,3,left,0,NA
Robot,1,2018-07-13,High cost,4,left,1,0
Robot,1,2018-07-13,High cost,5,right,0,1
Robot,1,2018-07-13,High cost,6,right,1,0
Robot,1,2018-07-13,High cost,7,left,0,1
Robot,1,2018-07-13,High cost,8,right,0,0
Robot,1,2018-09-06,Low cost same,3,right,1,NA
Robot,1,2018-09-06,Low cost same,4,left,1,1
Robot,1,2018-09-06,Low cost same,5,left,1,1
Robot,1,2018-09-06,Low cost same,6,right,1,1
Robot,1,2018-09-06,Low cost same,7,left,0,1
Robot,1,2018-09-06,Low cost same,8,right,1,0
Robot,1,2018-09-19,Low cost different,3,right,0,NA
Robot,1,2018-09-19,Low cost different,4,left,0,0
Robot,1,2018-09-19,Low cost different,5,left,0,0
Robot,1,2018-09-19,Low cost different,6,right,0,0
Robot,1,2018-09-19,Low cost different,7,right,0,0
Robot,1,2018-09-19,Low cost different,8,left,0,0
Robot,2,2018-07-16,High cost,3,left,0,NA
Robot,2,2018-07-16,High cost,4,right,0,0
Robot,2,2018-07-16,High cost,5,left,0,0
Robot,2,2018-07-16,High cost,6,right,0,0
Robot,2,2018-07-16,High cost,7,right,0,0
Robot,2,2018-07-16,High cost,8,left,0,0
Robot,2,2018-09-07,Low cost same,3,left,1,NA
Robot,2,2018-09-07,Low cost same,4,left,1,1
Robot,2,2018-09-07,Low cost same,5,left,1,1
Robot,2,2018-09-07,Low cost same,6,right,1,1
Robot,2,2018-09-07,Low cost same,7,right,1,1
Robot,2,2018-09-07,Low cost same,8,right,1,1
Robot,2,2018-09-20,Low cost different,3,right,0,NA
Robot,2,2018-09-20,Low cost different,4,left,0,0
Robot,2,2018-09-20,Low cost different,5,left,0,0
Robot,2,2018-09-20,Low cost different,6,right,0,0
Robot,2,2018-09-20,Low cost different,7,left,0,0
Robot,2,2018-09-20,Low cost different,8,right,0,0
Robot,3,2018-07-17,High cost,3,right,0,NA
Robot,3,2018-07-17,High cost,4,right,1,0
Robot,3,2018-07-17,High cost,5,right,0,1
Robot,3,2018-07-17,High cost,6,left,0,0
Robot,3,2018-07-17,High cost,7,left,0,0
Robot,3,2018-07-17,High cost,8,left,0,0
Robot,3,2018-09-10,Low cost same,3,left,1,NA
Robot,3,2018-09-10,Low cost same,4,right,1,1
Robot,3,2018-09-10,Low cost same,5,right,1,1
Robot,3,2018-09-10,Low cost same,6,left,1,1
Robot,3,2018-09-10,Low cost same,7,left,1,1
Robot,3,2018-09-10,Low cost same,8,right,1,1
Robot,3,2018-09-21,Low cost different,3,left,0,NA
Robot,3,2018-09-21,Low cost different,4,right,0,0
Robot,3,2018-09-21,Low cost different,5,right,0,0
Robot,3,2018-09-21,Low cost different,6,right,0,0
Robot,3,2018-09-21,Low cost different,7,left,0,0
Robot,3,2018-09-21,Low cost different,8,left,0,0
Robot,4,2018-07-19,High cost,3,left,0,NA
Robot,4,2018-07-19,High cost,4,left,0,0
Robot,4,2018-07-19,High cost,5,right,0,0
Robot,4,2018-07-19,High cost,6,right,0,0
Robot,4,2018-07-19,High cost,7,right,0,0
Robot,4,2018-07-19,High cost,8,left,0,0
Robot,4,2018-09-12,Low cost same,3,left,1,NA
Robot,4,2018-09-12,Low cost same,4,left,1,1
Robot,4,2018-09-12,Low cost same,5,right,1,1
Robot,4,2018-09-12,Low cost same,6,right,1,1
Robot,4,2018-09-12,Low cost same,7,left,1,1
Robot,4,2018-09-12,Low cost same,8,right,1,1
Robot,4,2018-09-24,Low cost different,3,right,0,NA
Robot,4,2018-09-24,Low cost different,4,right,0,0
Robot,4,2018-09-24,Low cost different,5,left,0,0
Robot,4,2018-09-24,Low cost different,6,right,0,0
Robot,4,2018-09-24,Low cost different,7,left,0,0
Robot,4,2018-09-24,Low cost different,8,left,0,0
Robot,5,2018-07-20,High cost,3,right,0,NA
Robot,5,2018-07-20,High cost,4,left,0,0
Robot,5,2018-07-20,High cost,5,left,0,0
Robot,5,2018-07-20,High cost,6,left,0,0
Robot,5,2018-07-20,High cost,7,right,0,0
Robot,5,2018-07-20,High cost,8,right,0,0
Robot,5,2018-09-13,Low cost same,3,left,1,NA
Robot,5,2018-09-13,Low cost same,4,right,1,1
Robot,5,2018-09-13,Low cost same,5,left,1,1
Robot,5,2018-09-13,Low cost same,6,left,1,1
Robot,5,2018-09-13,Low cost same,7,right,1,1
Robot,5,2018-09-13,Low cost same,8,right,1,1
Robot,5,2018-09-25,Low cost different,3,left,0,NA
Robot,5,2018-09-25,Low cost different,4,right,0,0
Robot,5,2018-09-25,Low cost different,5,right,0,0
Robot,5,2018-09-25,Low cost different,6,left,0,0
Robot,5,2018-09-25,Low cost different,7,left,0,0
Robot,5,2018-09-25,Low cost different,8,right,0,0
Robot,6,2018-07-23,High cost,3,left,0,NA
Robot,6,2018-07-23,High cost,4,right,0,0
Robot,6,2018-07-23,High cost,5,left,0,0
Robot,6,2018-07-23,High cost,6,right,1,0
Robot,6,2018-07-23,High cost,7,left,0,1
Robot,6,2018-07-23,High cost,8,right,1,0
Robot,7,2018-07-24,High cost,3,right,0,NA
Robot,7,2018-07-24,High cost,4,left,1,0
Robot,7,2018-07-24,High cost,5,right,0,1
Robot,7,2018-07-24,High cost,6,left,0,0
Robot,7,2018-07-24,High cost,7,right,0,0
Robot,7,2018-07-24,High cost,8,left,0,0
Robot,8,2018-07-25,High cost,3,right,0,NA
Robot,8,2018-07-25,High cost,4,left,0,0
Robot,8,2018-07-25,High cost,5,right,0,0
Robot,8,2018-07-25,High cost,6,left,0,0
Robot,8,2018-07-25,High cost,7,left,0,0
Robot,8,2018-07-25,High cost,8,right,1,0
Robot,9,2018-07-26,High cost,3,right,0,NA
Robot,9,2018-07-26,High cost,4,left,0,0
Robot,9,2018-07-26,High cost,5,right,0,0
Robot,9,2018-07-26,High cost,6,left,0,0
Robot,9,2018-07-26,High cost,7,left,0,0
Robot,9,2018-07-26,High cost,8,right,1,0
Robot,10,2018-07-27,High cost,3,right,0,NA
Robot,10,2018-07-27,High cost,4,left,0,0
Robot,10,2018-07-27,High cost,5,right,1,0
Robot,10,2018-07-27,High cost,6,right,0,1
Robot,10,2018-07-27,High cost,7,left,0,0
Robot,10,2018-07-27,High cost,8,left,0,0
Rucola,1,2018-07-18,Low cost different,3,left,0,NA
Rucola,1,2018-07-18,Low cost different,4,right,1,0
Rucola,1,2018-07-18,Low cost different,5,right,1,1
Rucola,1,2018-07-18,Low cost different,6,right,0,1
Rucola,1,2018-07-18,Low cost different,7,left,1,0
Rucola,1,2018-07-18,Low cost different,8,left,1,1
Rucola,1,2018-10-05,Low cost same,3,left,0,NA
Rucola,1,2018-10-05,Low cost same,4,right,0,0
Rucola,1,2018-10-05,Low cost same,5,right,0,0
Rucola,1,2018-10-05,Low cost same,6,left,1,0
Rucola,1,2018-10-05,Low cost same,7,right,0,1
Rucola,1,2018-10-05,Low cost same,8,left,0,0
Rucola,1,2018-10-19,High cost,3,right,0,NA
Rucola,1,2018-10-19,High cost,4,left,0,0
Rucola,1,2018-10-19,High cost,5,left,0,0
Rucola,1,2018-10-19,High cost,6,left,0,0
Rucola,1,2018-10-19,High cost,7,right,0,0
Rucola,1,2018-10-19,High cost,8,right,0,0
Rucola,2,2018-07-19,Low cost different,3,left,0,NA
Rucola,2,2018-07-19,Low cost different,4,right,0,0
Rucola,2,2018-07-19,Low cost different,5,left,1,0
Rucola,2,2018-07-19,Low cost different,6,right,0,1
Rucola,2,2018-07-19,Low cost different,7,right,0,0
Rucola,2,2018-07-19,Low cost different,8,left,1,0
Rucola,2,2018-10-10,Low cost same,3,left,0,NA
Rucola,2,2018-10-10,Low cost same,4,left,0,0
Rucola,2,2018-10-10,Low cost same,5,right,0,0
Rucola,2,2018-10-10,Low cost same,6,right,0,0
Rucola,2,2018-10-10,Low cost same,7,left,0,0
Rucola,2,2018-10-10,Low cost same,8,right,0,0
Rucola,2,2018-10-22,High cost,3,left,0,NA
Rucola,2,2018-10-22,High cost,4,right,0,0
Rucola,2,2018-10-22,High cost,5,right,0,0
Rucola,2,2018-10-22,High cost,6,right,0,0
Rucola,2,2018-10-22,High cost,7,left,0,0
Rucola,2,2018-10-22,High cost,8,left,0,0
Rucola,3,2018-07-20,Low cost different,3,right,0,NA
Rucola,3,2018-07-20,Low cost different,4,left,0,0
Rucola,3,2018-07-20,Low cost different,5,left,1,0
Rucola,3,2018-07-20,Low cost different,6,left,1,1
Rucola,3,2018-07-20,Low cost different,7,right,0,1
Rucola,3,2018-07-20,Low cost different,8,right,0,0
Rucola,3,2018-10-11,Low cost same,3,left,0,NA
Rucola,3,2018-10-11,Low cost same,4,left,0,0
Rucola,3,2018-10-11,Low cost same,5,right,0,0
Rucola,3,2018-10-11,Low cost same,6,right,0,0
Rucola,3,2018-10-11,Low cost same,7,right,0,0
Rucola,3,2018-10-11,Low cost same,8,left,0,0
Rucola,3,2018-10-23,High cost,3,left,0,NA
Rucola,3,2018-10-23,High cost,4,left,0,0
Rucola,3,2018-10-23,High cost,5,right,0,0
Rucola,3,2018-10-23,High cost,6,right,0,0
Rucola,3,2018-10-23,High cost,7,right,0,0
Rucola,3,2018-10-23,High cost,8,left,0,0
Rucola,4,2018-07-23,Low cost different,3,right,1,NA
Rucola,4,2018-07-23,Low cost different,4,right,0,1
Rucola,4,2018-07-23,Low cost different,5,left,1,0
Rucola,4,2018-07-23,Low cost different,6,right,1,1
Rucola,4,2018-07-23,Low cost different,7,left,1,1
Rucola,4,2018-07-23,Low cost different,8,left,1,1
Rucola,4,2018-10-12,Low cost same,3,left,0,NA
Rucola,4,2018-10-12,Low cost same,4,right,0,0
Rucola,4,2018-10-12,Low cost same,5,right,0,0
Rucola,4,2018-10-12,Low cost same,6,left,0,0
Rucola,4,2018-10-12,Low cost same,7,right,0,0
Rucola,4,2018-10-12,Low cost same,8,left,0,0
Rucola,4,2018-10-24,High cost,3,right,0,NA
Rucola,4,2018-10-24,High cost,4,left,0,0
Rucola,4,2018-10-24,High cost,5,left,0,0
Rucola,4,2018-10-24,High cost,6,left,0,0
Rucola,4,2018-10-24,High cost,7,right,0,0
Rucola,4,2018-10-24,High cost,8,right,0,0
Rucola,5,2018-07-24,Low cost different,3,left,1,NA
Rucola,5,2018-07-24,Low cost different,4,right,0,1
Rucola,5,2018-07-24,Low cost different,5,right,1,0
Rucola,5,2018-07-24,Low cost different,6,right,0,1
Rucola,5,2018-07-24,Low cost different,7,left,1,0
Rucola,5,2018-07-24,Low cost different,8,left,1,1
Rucola,5,2018-10-15,Low cost same,3,left,0,NA
Rucola,5,2018-10-15,Low cost same,4,right,0,0
Rucola,5,2018-10-15,Low cost same,5,left,0,0
Rucola,5,2018-10-15,Low cost same,6,left,0,0
Rucola,5,2018-10-15,Low cost same,7,right,0,0
Rucola,5,2018-10-15,Low cost same,8,right,0,0
Rucola,5,2018-10-25,High cost,3,right,0,NA
Rucola,5,2018-10-25,High cost,4,left,0,0
Rucola,5,2018-10-25,High cost,5,right,0,0
Rucola,5,2018-10-25,High cost,6,left,0,0
Rucola,5,2018-10-25,High cost,7,left,0,0
Rucola,5,2018-10-25,High cost,8,right,0,0
Rucola,6,2018-07-25,Low cost different,3,right,0,NA
Rucola,6,2018-07-25,Low cost different,4,left,0,0
Rucola,6,2018-07-25,Low cost different,5,right,0,0
Rucola,6,2018-07-25,Low cost different,6,left,1,0
Rucola,6,2018-07-25,Low cost different,7,right,0,1
Rucola,6,2018-07-25,Low cost different,8,left,1,0
Rucola,7,2018-07-26,Low cost different,3,right,1,NA
Rucola,7,2018-07-26,Low cost different,4,right,0,1
Rucola,7,2018-07-26,Low cost different,5,left,1,0
Rucola,7,2018-07-26,Low cost different,6,left,1,1
Rucola,7,2018-07-26,Low cost different,7,right,1,1
Rucola,7,2018-07-26,Low cost different,8,left,1,1
Rucola,8,2018-07-27,Low cost different,3,left,0,NA
Rucola,8,2018-07-27,Low cost different,4,right,1,0
Rucola,8,2018-07-27,Low cost different,5,right,1,1
Rucola,8,2018-07-27,Low cost different,6,left,1,1
Rucola,8,2018-07-27,Low cost different,7,left,1,1
Rucola,8,2018-07-27,Low cost different,8,right,1,1
Rucola,9,2018-07-30,Low cost different,3,right,1,NA
Rucola,9,2018-07-30,Low cost different,4,left,1,1
Rucola,9,2018-07-30,Low cost different,5,left,1,1
Rucola,9,2018-07-30,Low cost different,6,right,0,1
Rucola,9,2018-07-30,Low cost different,7,left,1,0
Rucola,9,2018-07-30,Low cost different,8,right,1,1
Rucola,10,2018-07-31,Low cost different,3,right,0,NA
Rucola,10,2018-07-31,Low cost different,4,right,0,0
Rucola,10,2018-07-31,Low cost different,5,left,1,0
Rucola,10,2018-07-31,Low cost different,6,left,1,1
Rucola,10,2018-07-31,Low cost different,7,right,0,1
Rucola,10,2018-07-31,Low cost different,8,left,1,0
Rucola,11,2018-08-02,Low cost different,3,left,1,NA
Rucola,11,2018-08-02,Low cost different,4,left,1,1
Rucola,11,2018-08-02,Low cost different,5,left,1,1
Rucola,11,2018-08-02,Low cost different,7,right,0,1
Rucola,11,2018-08-02,Low cost different,8,right,1,0
Rucola,12,2018-08-03,Low cost different,3,left,0,NA
Rucola,12,2018-08-03,Low cost different,4,left,0,0
Rucola,12,2018-08-03,Low cost different,5,right,0,0
Rucola,12,2018-08-03,Low cost different,6,right,0,0
Rucola,12,2018-08-03,Low cost different,7,left,0,0
Rucola,12,2018-08-03,Low cost different,8,right,0,0
Rucola,13,2018-09-04,Low cost different,3,left,1,NA
Rucola,13,2018-09-04,Low cost different,4,right,0,1
Rucola,13,2018-09-04,Low cost different,5,left,1,0
Rucola,13,2018-09-04,Low cost different,6,left,1,1
Rucola,13,2018-09-04,Low cost different,7,right,0,1
Rucola,13,2018-09-04,Low cost different,8,right,0,0
Rucola,14,2018-09-05,Low cost different,3,right,0,NA
Rucola,14,2018-09-05,Low cost different,4,left,1,0
Rucola,14,2018-09-05,Low cost different,5,left,1,1
Rucola,14,2018-09-05,Low cost different,6,right,1,1
Rucola,14,2018-09-05,Low cost different,7,left,1,1
Rucola,14,2018-09-05,Low cost different,8,right,1,1
Rucola,15,2018-09-06,Low cost different,3,right,0,NA
Rucola,15,2018-09-06,Low cost different,4,left,1,0
Rucola,15,2018-09-06,Low cost different,5,right,0,1
Rucola,15,2018-09-06,Low cost different,6,left,0,0
Rucola,15,2018-09-06,Low cost different,7,left,1,0
Rucola,15,2018-09-06,Low cost different,8,right,0,1
Rucola,16,2018-09-07,Low cost different,3,left,1,NA
